,gross,imdb,metascore,movie,votes,year
0,206852432,8.3,70,Batman Begins,1145123,2005
1,70511035,8.2,62,V for Vendetta,919884,2005
2,74103820,8.0,74,Sin City,704534,2005
3,380262555,7.6,68,Star Wars: Episode III - Revenge of the Sith,614004,2005
4,290013036,7.7,81,Harry Potter and the Goblet of Fire,460844,2005
5,186336279,6.5,55,Mr. & Mrs. Smith,400277,2005
6,234280354,6.5,73,War of the Worlds,375174,2005
7,206459076,6.7,72,Charlie and the Chocolate Factory,372191,2005
8,218080025,7.2,81,King Kong,355427,2005
9,109449237,7.1,73,The 40-Year-Old Virgin,350530,2005
10,291709845,6.9,75,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",326603,2005
11,193595521,6.9,57,Madagascar,313457,2005
12,209218368,7.0,64,Wedding Crashers,306122,2005
13,83043761,7.7,87,Brokeback Mountain,290093,2005
14,154696080,5.7,40,Fantastic Four,290058,2005
15,35818913,6.9,50,The Island,283241,2005
16,24149632,7.6,62,Lord of War,271036,2005
17,179495555,6.6,58,Hitch,270360,2005
18,75976178,7.0,50,Constantine,267442,2005
19,25514517,7.9,74,Serenity,263428,2005
20,47398413,7.2,63,Kingdom of Heaven,243306,2005
21,38405088,7.8,82,Pride & Prejudice,221810,2005
22,53359111,7.4,83,Corpse Bride,215912,2005
23,87039965,6.6,40,Saw II,211799,2005
24,119519402,7.9,72,Walk the Line,206348,2005
25,31493782,7.5,81,A History of Violence,205649,2005
26,24792061,7.6,71,Thank You for Smoking,203155,2005
27,4243756,7.6,72,Kiss Kiss Bang Bang,197298,2005
28,47403685,7.6,74,Munich,193901,2005
29,23089926,7.6,72,Match Point,186221,2005
30,26024456,7.2,71,The Descent,178338,2005
31,43095600,6.3,56,Transporter 2,174560,2005
32,51085416,6.8,63,The Hitchhiker's Guide to the Galaxy,172913,2005
33,61649911,8.0,69,Cinderella Man,162671,2005
34,62658220,7.0,58,Jarhead,158272,2005
35,47326473,5.9,55,Hostel,154333,2005
36,158119460,6.4,48,The Longest Yard,146142,2005
37,1007962,7.1,58,Hard Candy,143724,2005
38,89707299,6.3,53,Flightplan,139579,2005
39,344095,7.5,55,Green Street Hooligans,130712,2005
40,57490508,7.4,54,Memoirs of a Geisha,128844,2005
41,206852432,8.3,70,Batman Begins,1145123,2005
42,70511035,8.2,62,V for Vendetta,919884,2005
43,74103820,8.0,74,Sin City,704534,2005
44,380262555,7.6,68,Star Wars: Episode III - Revenge of the Sith,614004,2005
45,290013036,7.7,81,Harry Potter and the Goblet of Fire,460844,2005
46,186336279,6.5,55,Mr. & Mrs. Smith,400277,2005
47,234280354,6.5,73,War of the Worlds,375174,2005
48,206459076,6.7,72,Charlie and the Chocolate Factory,372191,2005
49,218080025,7.2,81,King Kong,355427,2005
50,109449237,7.1,73,The 40-Year-Old Virgin,350530,2005
51,291709845,6.9,75,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",326600,2005
52,193595521,6.9,57,Madagascar,313457,2005
53,209218368,7.0,64,Wedding Crashers,306122,2005
54,83043761,7.7,87,Brokeback Mountain,290093,2005
55,154696080,5.7,40,Fantastic Four,290058,2005
56,35818913,6.9,50,The Island,283241,2005
57,24149632,7.6,62,Lord of War,271036,2005
58,179495555,6.6,58,Hitch,270360,2005
59,75976178,7.0,50,Constantine,267442,2005
60,25514517,7.9,74,Serenity,263428,2005
61,47398413,7.2,63,Kingdom of Heaven,243306,2005
62,38405088,7.8,82,Pride & Prejudice,221810,2005
63,53359111,7.4,83,Corpse Bride,215912,2005
64,87039965,6.6,40,Saw II,211799,2005
65,119519402,7.9,72,Walk the Line,206348,2005
66,31493782,7.5,81,A History of Violence,205649,2005
67,24792061,7.6,71,Thank You for Smoking,203155,2005
68,4243756,7.6,72,Kiss Kiss Bang Bang,197298,2005
69,47403685,7.6,74,Munich,193901,2005
70,23089926,7.6,72,Match Point,186221,2005
71,26024456,7.2,71,The Descent,178339,2005
72,43095600,6.3,56,Transporter 2,174560,2005
73,51085416,6.8,63,The Hitchhiker's Guide to the Galaxy,172913,2005
74,61649911,8.0,69,Cinderella Man,162671,2005
75,62658220,7.0,58,Jarhead,158272,2005
76,47326473,5.9,55,Hostel,154333,2005
77,158119460,6.4,48,The Longest Yard,146142,2005
78,1007962,7.1,58,Hard Candy,143724,2005
79,89707299,6.3,53,Flightplan,139579,2005
80,344095,7.5,55,Green Street Hooligans,130712,2005
81,57490508,7.4,54,Memoirs of a Geisha,128844,2005
82,33579797,7.4,82,The Constant Gardener,122228,2005
83,110332737,6.1,47,Fun with Dick and Jane,121962,2005
84,74494381,6.9,49,Four Brothers,121744,2005
85,50824620,6.9,76,Syriana,118193,2005
86,128200012,6.3,64,Robots,117912,2005
87,25857987,5.5,36,Æon Flux,117464,2005
88,28747570,7.4,88,Capote,113601,2005
89,56110897,7.5,87,The Curse of the Were-Rabbit,111331,2005
90,75072454,6.7,46,The Exorcism of Emily Rose,107997,2005
91,37916267,5.9,51,The Brothers Grimm,107916,2005
92,67264877,7.3,57,Coach Carter,106570,2005
93,32064800,5.3,41,House of Wax,104744,2005
94,57891803,6.5,71,Red Eye,102798,2005
95,6303762,7.1,44,The Jacket,101454,2005
96,34639939,6.6,44,Hostage,100373,2005
97,47806295,6.5,47,The Skeleton Key,97250,2005
98,28031250,5.2,34,Doom,96636,2005
99,65233369,6.0,33,The Amityville Horror,95928,2005
100,32619671,6.2,47,Just Friends,93762,2005
101,2060589,7.4,72,Brick,92821,2005
102,24520892,7.0,58,Unleashed,92167,2005
103,72708161,6.4,62,The Interpreter,91670,2005
104,48318130,6.7,47,Just Like Heaven,90784,2005
105,13744960,7.2,79,Broken Flowers,89830,2005
106,31501218,7.5,80,"Good Night, and Good Luck.",88807,2005
107,20700082,6.2,71,Land of the Dead,85207,2005
108,68671925,6.0,41,Sahara,84538,2005
109,17044981,6.9,53,The Devil's Rejects,83797,2005
110,76231249,5.4,44,The Ring Two,82716,2005
111,46464023,5.9,47,The Legend of Zorro,82624,2005
112,75420,6.5,25,Revolver,82041,2005
113,16124543,6.8,30,Waiting...,81844,2005
114,29258869,6.2,67,Zathura: A Space Adventure,80539,2005
115,24409722,4.7,34,Elektra,79559,2005
116,113086868,5.6,30,The Pacifier,77335,2005
117,12712093,6.7,69,The New World,77151,2005
118,51100486,5.9,35,Hide and Seek,76469,2005
119,135386665,5.8,48,Chicken Little,74961,2005
120,12482775,6.6,61,The Weather Man,73518,2005
121,80270227,5.1,33,The Dukes of Hazzard,71133,2005
122,63946815,6.2,62,Sky High,69828,2005
123,19976073,6.3,54,Assault on Precinct 13,69692,2005
124,18472363,5.8,45,Into the Blue,68574,2005
125,3626883,6.9,41,Stay,68510,2005
126,7362100,7.4,82,The Squid and the Whale,67799,2005
127,36024076,6.6,40,Derailed,66866,2005
128,3634407,7.3,83,Caché,64011,2005
129,62252415,4.8,34,Bewitched,63621,2005
130,56046979,5.7,37,Be Cool,63580,2005
131,21835784,6.6,48,A Lot Like Love,63300,2005
132,26838389,6.4,45,Elizabethtown,63108,2005
133,211667,7.6,75,Lady Vengeance,62133,2005
134,16188180,6.3,54,Wolf Creek,61706,2005
135,26873932,4.4,37,xXx: State of the Union,61660,2005
136,10169202,6.0,36,Domino,61451,2005
137,48478006,5.1,34,Miss Congeniality 2: Armed & Fabulous,60371,2005
138,3337931,6.9,56,Harsh Times,58957,2005
139,47144110,6.6,59,Nanny McPhee,58780,2005
140,4280577,6.7,53,Goal! The Dream Begins,55949,2005
141,32880591,6.5,60,In Her Shoes,55693,2005
142,25473352,5.6,52,Dark Water,55249,2005
143,60062868,6.3,56,The Family Stone,54405,2005
144,1705595,7.5,58,Everything Is Illuminated,54083,2005
145,77437223,7.6,79,March of the Penguins,52099,2005
146,51386611,6.5,45,Hoodwinked!,51075,2005
147,82931301,5.5,31,Monster-in-Law,50003,2005
148,39008741,6.5,66,The Sisterhood of the Traveling Pants,49373,2005
149,32116746,5.0,35,Stealth,48795,2005
150,82571173,5.5,34,Cheaper by the Dozen 2,48650,2005
151,11294832,6.5,57,Casanova,48360,2005
152,11008432,7.1,56,Lords of Dogtown,48127,2005
153,5128124,7.8,68,The World's Fastest Indian,47944,2005
154,17018422,2.2,20,Son of the Mask,47348,2005
155,3174085,7.8,87,Grizzly Man,46839,2005
156,43000262,5.5,35,Rumor Has It...,46611,2005
157,1900725,7.4,73,The Proposition,46286,2005
158,29077547,7.0,53,Rent,45291,2005
159,22264487,4.6,23,Deuce Bigalow: European Gigolo,44697,2005
160,56386759,5.5,30,White Noise,44598,2005
161,31726995,6.1,32,The Wedding Date,43661,2005
162,12594698,6.8,65,The Matador,42195,2005
163,66023816,4.8,47,Herbie Fully Loaded,40843,2005
164,1305,7.8,51,Adam's Apples,40521,2005
165,30981850,5.2,45,Get Rich or Die Tryin',40325,2005
166,22862049,6.2,50,Two for the Money,40080,2005
167,7524766,6.8,64,Proof,40071,2005
168,5178569,2.3,9,Alone in the Dark,39813,2005
169,42071069,6.2,56,Fever Pitch,39221,2005
170,9015303,7.4,66,Transamerica,38512,2005
171,19377727,6.4,52,The Producers,37743,2005
172,22827153,6.2,58,Prime,37573,2005
173,68915888,5.9,49,Guess Who,37209,2005
174,5023275,7.4,77,The Three Burials of Melquiades Estrada,36338,2005
175,18324242,7.3,68,North Country,36151,2005
176,22201636,7.4,68,Hustle & Flow,36022,2005
177,52580895,5.6,45,Kicking & Screaming,33126,2005
178,35424335,5.8,46,The Ringer,33106,2005
179,3885134,7.3,76,Me and You and Everyone We Know,33084,2005
180,11905519,7.1,52,The Protector,32718,2005
181,2405420,2.9,18,BloodRayne,32169,2005
182,29511112,3.6,27,The Fog,32090,2005
183,15007991,5.1,30,The Cave,32051,2005
184,1618957,6.8,53,Keeping Mum,30787,2005
185,66453,6.5,26,Tideland,29311,2005
186,202200,7.1,48,Angel-A,29213,2005
187,43894863,5.9,46,Must Love Dogs,28535,2005
188,1987287,6.9,65,Oliver Twist,28302,2005
189,19297522,5.0,31,Cursed,28245,2005
190,46752382,4.2,32,Boogeyman,28074,2005
191,54556,6.4,43,Feast,27495,2005
192,8586392,7.0,49,An Unfinished Life,26533,2005
193,671240,6.8,49,Imagine Me & You,26499,2005
194,2912363,7.3,70,Tsotsi,26384,2005
195,16247775,5.5,27,The Perfect Man,25974,2005
196,82674398,4.6,27,Are We There Yet?,25808,2005
197,15331289,7.5,55,The Greatest Game Ever Played,25017,2005
198,39177684,3.5,38,The Adventures of Sharkboy and Lavagirl 3-D,24936,2005
199,1054361,7.8,70,Joyeux Noel,24656,2005
200,10047674,5.9,39,Cry Wolf,24509,2005
201,676167,7.6,76,Sophie Scholl: The Final Days,24426,2005
202,53412862,5.4,38,"Yours, Mine & Ours",24195,2005
203,16298046,5.0,38,An American Haunting,23424,2005
204,8326035,5.6,33,The Man,23341,2005
205,10281585,6.4,62,Shopgirl,22433,2005
206,24381334,6.0,55,Ice Princess,22266,2005
207,8819059,6.3,62,The Ice Harvest,21902,2005
208,864959,6.9,55,Mirrormask,21409,2005
209,19699706,5.4,35,Man of the House,21346,2005
210,1452402,7.5,71,Paradise Now,21044,2005
211,12667,6.6,24,London,20847,2005
212,384924,7.6,52,Little Manhattan,20708,2005
213,78378,7.4,46,Manderlay,20438,2005
214,2678691,7.0,80,Junebug,20393,2005
215,454711,5.8,67,Last Days,20294,2005
216,18761993,6.9,63,The Upside of Anger,20165,2005
217,10166502,6.7,48,The Great Raid,19845,2005
218,1325073,6.6,69,Thumbsucker,19818,2005
219,828699,7.3,59,Breakfast on Pluto,19179,2005
220,32868349,5.8,65,Bad News Bears,18881,2005
221,19447478,5.6,45,Valiant,18255,2005
222,323331,7.0,67,Les poupées russes,18037,2005
223,1891821,4.2,24,A Sound of Thunder,17766,2005
224,568695,6.4,65,Down in the Valley,17220,2005
225,1023424,7.3,75,The Beat That My Heart Skipped,17215,2005
226,49526,7.0,41,The Chumscrubber,17051,2005
227,66851,5.9,53,Beowulf & Grendel,16575,2005
228,1819454,7.1,57,Kinky Boots,16334,2005
229,871527,6.5,47,Where the Truth Lies,16055,2005
230,651234,7.5,87,L'enfant,16048,2005
231,121390,7.4,61,13 Tzameti,15834,2005
232,6377277,6.4,72,The Aristocrats,15512,2005
233,36351350,5.5,53,Beauty Shop,14812,2005
234,11034436,7.0,71,Mrs Henderson Presents,14393,2005
235,381186,6.4,29,The Quiet,14289,2005
236,49772522,5.2,43,Racing Stripes,14182,2005
237,3222857,7.8,77,Water,13432,2005
238,808221,6.6,71,Factotum,12916,2005
239,9047,7.1,22,La tigre e la neve,12556,2005
240,50633099,5.8,36,Diary of a Mad Black Woman,12477,2005
241,56103,7.2,78,The Aura,12128,2005
242,79943,8.0,86,The Death of Mr. Lazarescu,11785,2005
243,1253413,6.8,80,Tristram Shandy: A Cock and Bull Story,11782,2005
244,16808336,5.2,36,Rebound,11462,2005
245,20023,7.5,68,The Secret Life of Words,11103,2005
246,32701088,6.9,59,Dreamer: Inspired by a True Story,11085,2005
247,369854,7.1,62,Conversations with Other Women,11042,2005
248,540085,6.3,55,Romance & Cigarettes,10733,2005
249,131617,6.3,61,Edmond,10486,2005
250,712294,6.7,59,The Ballad of Jack and Rose,10335,2005
251,1410778,6.6,64,The Notorious Bettie Page,9658,2005
252,23106,6.6,33,Dear Wendy,9463,2005
253,1523883,7.8,87,Murderball,9447,2005
254,1436279,8.1,68,Why We Fight,9444,2005
255,32645546,6.4,54,Because of Winn-Dixie,9404,2005
256,305688,6.6,45,Pretty Persuasion,9316,2005
257,5757,7.3,68,The Method,9201,2005
258,251495,5.3,55,Dominion: Prequel to the Exorcist,9186,2005
259,167723,5.2,34,Tamara,8970,2005
260,881745,4.7,25,Venom,8838,2005
261,2483955,6.7,47,The Lost City,8793,2005
262,8186236,5.6,53,Wu ji,8589,2005
263,1311633,6.4,57,Happy Endings,8539,2005
264,11694528,7.2,84,Dave Chappelle's Block Party,8320,2005
265,332261,8.0,77,The Devil and Daniel Johnston,8152,2005
266,1530535,5.7,43,Trust the Man,8084,2005
267,145450,5.8,28,Dirty Deeds,7957,2005
268,117581,7.1,67,Time to Leave,7912,2005
269,8148,6.3,77,Little Fish,7815,2005
270,10105281,2.7,31,In the Mix,7732,2005
271,101228,6.4,56,Winter Passing,7727,2005
272,2068323,6.1,57,Strangers with Candy,7428,2005
273,154077,6.6,54,Lonesome Jim,7272,2005
274,145382,6.6,63,Bubble,7233,2005
275,860002,7.3,82,Duma,7101,2005
276,281326,6.6,58,The King,6900,2005
277,438732,6.7,55,Don't Come Knocking,6840,2005
278,12834056,3.1,31,The Honeymooners,6695,2005
279,44785,5.4,21,The Zodiac,6624,2005
280,95687,7.6,65,12 and Holding,6424,2005
281,1180560,5.5,54,Bee Season,6351,2005
282,58116,3.5,9,Dirty Love,6318,2005
283,370627,5.6,33,Shadowboxer,6276,2005
284,626310,7.3,58,"The Prize Winner of Defiance, Ohio",6233,2005
285,478645,6.8,80,Nine Lives,6210,2005
286,195888,7.0,87,Fateless,6113,2005
287,653621,6.8,64,Inside Deep Throat,6028,2005
288,17378977,6.1,59,Roll Bounce,6022,2005
289,70677,6.2,57,Color Me Kubrick,5973,2005
290,85410,6.6,54,Fierce People,5932,2005
291,15090,6.3,45,The Amateurs,5819,2005
292,1666262,6.7,60,The White Countess,5772,2005
293,70535,7.9,73,Crossing the Bridge: The Sound of Istanbul,5562,2005
294,70899,5.7,56,Batalla en el cielo,5387,2005
295,127144,5.5,44,The Wendell Baker Story,5369,2005
296,18098433,6.4,64,Pooh's Heffalump Movie,5221,2005
297,1324244,6.5,63,Sarah Silverman: Jesus Is Magic,5199,2005
298,5654777,4.1,19,Underclassman,5144,2005
299,271078,5.6,37,Dirty,4900,2005
300,151662,7.0,80,Zui hao de shi guang,4811,2005
301,81612,6.7,65,Lemming,4690,2005
302,11967000,7.0,45,End of the Spear,4641,2005
303,251585,7.4,73,Riding Alone for Thousands of Miles,4565,2005
304,192467,6.6,73,The Puffy Chair,4539,2005
305,4064421,7.9,82, Independent Lens,4510,1999– 
306,374903,6.1,51,Asylum,4506,2005
307,28866,7.0,64,Princesas,4466,2005
308,21766,7.5,68,Pierrepoint: The Last Hangman,4461,2005
309,181872,6.6,51,The Baxter,4430,2005
310,221415,6.0,56,Wassup Rockers,4389,2005
311,1158405,7.0,59,Heights,4380,2005
312,34410,5.7,51,Ellie Parker,4268,2005
313,3101301,4.1,26,Supercross,4171,2005
314,19791,7.1,58,Fuck,4126,2005
315,923347,6.5,71,Separate Lies,3822,2005
316,13334,6.7,44,One Last Thing...,3812,2005
317,652163,6.7,84,Lassie,3718,2005
318,25525,7.5,74,The Willow Tree,3566,2005
319,77231,6.0,49,Nomad: The Warrior,3518,2005
320,1237615,5.8,34,Slow Burn,3484,2005
321,130578,6.6,61,Cidade Baixa,3426,2005
322,4006906,4.2,11,King's Ransom,3385,2005
323,1706325,7.3,75,Sweet Land,3305,2005
324,8044906,7.5,71,Mad Hot Ballroom,3236,2005
325,47957,7.3,63,Lunacy,3130,2005
326,186875,7.6,52,Elsa y Fred,3063,2005
327,112874,6.1,62,I Am a Sex Addict,3044,2005
328,887416,5.4,53,Looking for Comedy in the Muslim World,3028,2005
329,186912,7.0,62,On a Clear Day,2972,2005
330,3278611,7.1,74,Rize,2969,2005
331,552546,7.6,74,The Italian,2928,2005
332,67334,7.6,67,Mrs. Palfrey at the Claremont,2912,2005
333,24030,6.2,48,American Gun,2894,2005
334,29690,5.5,45,Loverboy,2892,2005
335,375474,6.2,47,The Game of Their Lives,2884,2005
336,2804642,6.2,41,La mujer de mi hermano,2874,2005
337,529323,7.4,70,Casa de Areia,2864,2005
338,104756,7.1,64,Look Both Ways,2864,2005
339,309384,6.0,48,Adam & Steve,2817,2005
340,233103,6.9,61,Wah-Wah,2765,2005
341,32381,5.8,51,Free Zone,2677,2005
342,1069318,4.3,29,Undiscovered,2674,2005
343,141803,7.7,73,Die Höhle des gelben Hundes,2649,2005
344,896923,6.4,73,Heading South,2559,2005
345,132384315,8.5,85,The Departed,1028397,2006
346,53089891,8.5,66,The Prestige,1016295,2006
347,210614939,7.7,52,300,672589,2006
348,423315812,7.3,53,Pirates of the Caribbean: Dead Man's Chest,593586,2006
349,37634615,8.2,98,Pan's Labyrinth,550327,2006
350,167445960,8.0,80,Casino Royale,523799,2006
351,57366262,8.0,64,Blood Diamond,449404,2006
352,234362462,6.7,58,X-Men: The Last Stand,435619,2006
353,35552383,7.9,84,Children of Men,411541,2006
354,59891098,7.8,80,Little Miss Sunshine,397648,2006
355,163566459,8.0,64,The Pursuit of Happyness,390528,2006
356,217536138,6.6,46,The Da Vinci Code,360206,2006
357,39868642,7.6,68,The Illusionist,329630,2006
358,124740460,6.9,62,The Devil Wears Prada,325547,2006
359,128505958,7.3,89,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,324560,2006
360,244082982,7.1,73,Cars,310690,2006
361,11286112,8.4,89,The Lives of Others,308578,2006
362,88513495,7.6,76,Inside Man,304279,2006
363,134029801,6.9,66,Mission: Impossible III,294592,2006
364,22494487,7.8,53,Lucky Number Slevin,283597,2006
365,137355633,6.4,45,Click,275035,2006
366,250863268,6.4,48,Night at the Museum,273727,2006
367,64038616,7.1,59,Deja Vu,268312,2006
368,34302837,7.5,69,Babel,266982,2006
369,50866635,7.8,68,Apocalypto,263556,2006
370,200081192,6.1,72,Superman Returns,256162,2006
371,195330621,6.8,58,Ice Age: The Meltdown,224346,2006
372,27829874,7.0,57,Crank,216205,2006
373,2223293,7.5,56,Perfume: The Story of a Murderer,212482,2006
374,10144010,7.3,51,The Fountain,211635,2006
375,62514415,6.0,45,The Fast and the Furious: Tokyo Drift,210294,2006
376,63224849,6.9,52,The Holiday,209165,2006
377,40137776,7.6,67,Stranger Than Fiction,203100,2006
378,46982632,6.6,31,Silent Hill,197349,2006
379,70270943,7.2,63,Rocky Balboa,182293,2006
380,62318875,6.7,36,Underworld: Evolution,175701,2006
381,80238724,6.2,48,Saw III,161516,2006
382,17605861,7.7,74,The Last King of Scotland,161336,2006
383,198000317,6.5,77,Happy Feet,151766,2006
384,148213377,6.6,66,Talladega Nights: The Ballad of Ricky Bobby,147786,2006
385,41778863,6.4,52,The Hills Have Eyes,145007,2006
386,13756082,7.9,89,Letters from Iwo Jima,143428,2006
387,155019340,6.7,67,Over the Hedge,142617,2006
388,2339735,6.4,45,She's the Man,132352,2006
389,35662731,6.7,45,Smokin' Aces,129429,2006
390,132384315,8.5,85,The Departed,1028397,2006
391,53089891,8.5,66,The Prestige,1016295,2006
392,210614939,7.7,52,300,672589,2006
393,423315812,7.3,53,Pirates of the Caribbean: Dead Man's Chest,593586,2006
394,37634615,8.2,98,Pan's Labyrinth,550327,2006
395,167445960,8.0,80,Casino Royale,523799,2006
396,57366262,8.0,64,Blood Diamond,449404,2006
397,234362462,6.7,58,X-Men: The Last Stand,435619,2006
398,35552383,7.9,84,Children of Men,411541,2006
399,59891098,7.8,80,Little Miss Sunshine,397648,2006
400,163566459,8.0,64,The Pursuit of Happyness,390528,2006
401,217536138,6.6,46,The Da Vinci Code,360206,2006
402,39868642,7.6,68,The Illusionist,329635,2006
403,124740460,6.9,62,The Devil Wears Prada,325547,2006
404,128505958,7.3,89,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,324560,2006
405,244082982,7.1,73,Cars,310690,2006
406,11286112,8.4,89,The Lives of Others,308578,2006
407,88513495,7.6,76,Inside Man,304279,2006
408,134029801,6.9,66,Mission: Impossible III,294591,2006
409,22494487,7.8,53,Lucky Number Slevin,283597,2006
410,137355633,6.4,45,Click,275035,2006
411,250863268,6.4,48,Night at the Museum,273727,2006
412,64038616,7.1,59,Deja Vu,268312,2006
413,34302837,7.5,69,Babel,266982,2006
414,50866635,7.8,68,Apocalypto,263557,2006
415,200081192,6.1,72,Superman Returns,256162,2006
416,195330621,6.8,58,Ice Age: The Meltdown,224346,2006
417,27829874,7.0,57,Crank,216205,2006
418,2223293,7.5,56,Perfume: The Story of a Murderer,212482,2006
419,10144010,7.3,51,The Fountain,211635,2006
420,62514415,6.0,45,The Fast and the Furious: Tokyo Drift,210294,2006
421,63224849,6.9,52,The Holiday,209165,2006
422,40137776,7.6,67,Stranger Than Fiction,203100,2006
423,46982632,6.6,31,Silent Hill,197349,2006
424,70270943,7.2,63,Rocky Balboa,182293,2006
425,62318875,6.7,36,Underworld: Evolution,175701,2006
426,80238724,6.2,48,Saw III,161516,2006
427,17605861,7.7,74,The Last King of Scotland,161336,2006
428,198000317,6.5,77,Happy Feet,151766,2006
429,148213377,6.6,66,Talladega Nights: The Ballad of Ricky Bobby,147786,2006
430,41778863,6.4,52,The Hills Have Eyes,145007,2006
431,13756082,7.9,89,Letters from Iwo Jima,143428,2006
432,155019340,6.7,67,Over the Hedge,142617,2006
433,2339735,6.4,45,She's the Man,132352,2006
434,35662731,6.7,45,Smokin' Aces,129429,2006
435,438653,6.6,66,Idiocracy,126642,2006
436,52330111,6.8,52,The Lake House,125825,2006
437,34020814,5.5,58,Snakes on a Plane,123645,2006
438,24138847,7.4,65,Clerks II,122378,2006
439,36883539,6.6,63,16 Blocks,119767,2006
440,54098051,5.8,41,Final Destination 3,116170,2006
441,75030163,5.1,38,Eragon,115322,2006
442,36323505,6.5,47,Accepted,114294,2006
443,118703275,5.8,45,The Break-Up,112989,2006
444,33602376,7.1,79,Flags of our Fathers,109437,2006
445,327919,7.7,86,This Is England,107671,2006
446,90710620,5.1,40,Scary Movie 4,103709,2006
447,65328121,6.5,48,Step Up,101653,2006
448,63450470,6.0,65,Miami Vice,100706,2006
449,2280348,7.9,64,The Fall,99230,2006
450,5463019,7.5,75,Little Children,98889,2006
451,64665672,6.6,74,Flushed Away,98207,2006
452,5501616,7.1,73,A Scanner Darkly,97853,2006
453,56441711,7.3,91,The Queen,95420,2006
454,8319186,6.8,55,Tenacious D in The Pick of Destiny,94304,2006
455,15229325,6.9,53,Alpha Dog,93581,2006
456,5490423,7.3,77,Rescue Dawn,92843,2006
457,6855137,7.4,41,Running Scared,92745,2006
458,59952835,6.7,61,The Good Shepherd,92552,2006
459,31567134,7.6,90,United 93,90707,2006
460,15962471,6.4,65,Marie Antoinette,90383,2006
461,60674817,5.6,50,Poseidon,89540,2006
462,42285169,5.6,36,Lady in the Water,87289,2006
463,12899867,7.6,84,Volver,85506,2006
464,73661010,6.6,68,Monster House,85140,2006
465,8060487,7.5,69,The Painted Veil,84067,2006
466,55011732,6.9,53,The Guardian,81480,2006
467,2201923,7.0,85,The Host,81386,2006
468,7458269,7.0,47,A Good Year,80116,2006
469,2694973,7.2,85,Half Nelson,78745,2006
470,24942,7.2,54,Cashback,78251,2006
471,23808111,7.5,75,An Inconvenient Truth,75702,2006
472,85105259,6.1,49,Open Season,75364,2006
473,18500966,4.4,18,Ultraviolet,75276,2006
474,10525717,6.7,48,Scoop,74415,2006
475,41011711,5.8,41,John Tucker Must Die,73851,2006
476,75628110,5.6,46,"You, Me and Dupree",73582,2006
477,80197993,5.7,52,Nacho Libre,73527,2006
478,82226474,5.6,38,The Pink Panther,73379,2006
479,70278893,6.0,66,World Trade Center,72803,2006
480,6088249,7.0,33,Grandma's Boy,72522,2006
481,17508670,7.4,73,Notes on a Scandal,69594,2006
482,7774730,6.5,69,Slither,68002,2006
483,24633730,7.7,70,Fearless,67757,2006
484,22518325,5.6,49,The Black Dahlia,67215,2006
485,4857376,7.3,66,"Paris, je t'aime",66852,2006
486,4398392,7.8,71,Black Book,66546,2006
487,88715192,5.6,47,Failure to Launch,65019,2006
488,4663809,7.3,70,The Science of Sleep,64969,2006
489,103365956,6.5,76,Dreamgirls,62775,2006
490,39517763,5.9,30,The Texas Chainsaw Massacre: The Beginning,62424,2006
491,72778712,7.1,66,Jackass Number Two,61606,2006
492,19185184,6.3,46,Beerfest,59627,2006
493,57789574,7.1,63,Invincible,58669,2006
494,23643531,3.7,36,The Wicker Man,58505,2006
495,22530295,5.1,50,My Super Ex-Girlfriend,57947,2006
496,881302,7.7,81,Paprika,57339,2006
497,9396870,7.0,52,Black Snake Moan,57177,2006
498,10011274,6.8,48,Penelope,55917,2006
499,81612565,7.3,64,Eight Below,54710,2006
500,48548426,2.8,11,Date Movie,53686,2006
501,48751189,5.8,45,Firewall,53011,2006
502,54607383,5.5,43,The Omen,52518,2006
503,43545364,7.1,53,We Are Marshall,52144,2006
504,71726025,5.5,33,RV,51274,2006
505,316996,7.3,62,Wristcutters: A Love Story,50286,2006
506,17324744,5.4,29,Just My Luck,49389,2006
507,14732623,6.8,49,Tristan + Isolde,48026,2006
508,751138,7.0,72,Inland Empire,47973,2006
509,36280697,6.1,49,The Sentinel,45121,2006
510,6177192,7.5,82,Tell No One,44814,2006
511,58645052,4.3,26,Littleman,44652,2006
512,57651794,5.6,25,The Benchwarmers,44476,2006
513,23292105,5.3,19,The Covenant,43390,2006
514,39143839,5.0,33,The Grudge 2,43161,2006
515,1829142,7.5,82,The Wind that Shakes the Barley,41285,2006
516,480314,4.8,38,DOA: Dead or Alive,41037,2006
517,28435406,5.5,36,Employee of the Month,40675,2006
518,44720,7.3,57,Candy,39778,2006
519,11242801,7.0,54,Bobby,39668,2006
520,11596143,6.5,57,The Last Kiss,39539,2006
521,6566773,7.0,70,Man cheng jin dai huang jin jia,39359,2006
522,47860214,5.1,27,When a Stranger Calls,39002,2006
523,42643187,7.2,58,Glory Road,38899,2006
524,13082288,6.5,47,Flyboys,38566,2006
525,38432823,6.9,52,Gridiron Gang,38208,2006
526,82987,5.8,62,Black Sheep,36953,2006
527,70165972,4.7,34,Big Momma's House 2,36505,2006
528,18595716,5.3,51,Aquamarine,34541,2006
529,275380,5.5,44,Southland Tales,34484,2006
