,gross,imdb,metascore,movie,votes,year
2374,53690,7.8,80,A torinói ló,12699,2011
2375,11137,7.1,62,Dragon,12539,2011
2376,1734,7.5,60,Medianeras,12324,2011
2377,171320,7.3,74,Polisse,12174,2011
2378,4752353,5.7,28,Atlas Shrugged: Part I,12096,2011
2379,480926,6.7,64,We Have a Pope,11960,2011
2380,364875,5.9,46,The Oranges,11702,2011
2381,20502,5.2,41,The Day,11507,2011
2382,583455,6.3,37,W.E.,11017,2011
2383,17186,6.1,43,Violet & Daisy,10843,2011
2384,10143779,4.8,20,Hoodwinked Too! Hood vs. Evil,10820,2011
2385,23278,7.3,87,Elena,10665,2011
2386,2331318,3.3,9,Bucky Larson: Born to Be a Star,10314,2011
2387,531813,7.5,60,Et maintenant on va où?,9591,2011
2388,542,6.2,42,The Decoy Bride,9564,2011
2389,355391,7.1,43,The Lady,9541,2011
2390,4038876,7.4,74,Bully,9455,2011
2391,1041455,7.3,74,In Darkness,9068,2011
2392,653578,6.5,72,Terri,9047,2011
2393,67330,7.8,30,Mai wei,8853,2011
2394,37295394,5.7,56,Jumping the Broom,8706,2011
2395,10395,6.7,57,Eva,8672,2011
2396,1007535,5.7,67,Damsels in Distress,8562,2011
2397,124443,6.3,70,"Turn Me On, Dammit!",8547,2011
2398,1378,5.0,13,"Love, Wedding, Marriage",8462,2011
2399,200558,6.6,61,Blackthorn,8299,2011
2400,63595,6.2,56,The Details,8263,2011
2401,96889,6.1,70,Wuthering Heights,8262,2011
2402,253705,7.1,69,Poulet aux prunes,8089,2011
2403,410077,7.4,83,Project Nim,7822,2011
2404,568366,6.2,67,The Future,7527,2011
2405,18445,5.9,41,The Sorcerer and the White Snake,7523,2011
2406,5981,6.4,69,Alpeis,7311,2011
2407,167242,6.4,72,Bellflower,7208,2011
2408,539896,5.9,45,"Peace, Love & Misunderstanding",7206,2011
2409,454784,8.3,59,Pearl Jam Twenty,7164,2011
2410,27578,7.2,63,North Sea Texas,7146,2011
2411,170276,6.0,57,Long men fei jia,7118,2011
2412,258077,7.6,60,The Music Never Stopped,6976,2011
2413,2000000,5.6,44,L!fe Happens,6967,2011
2414,441404,5.9,65,Circumstance,6891,2011
2415,53345287,4.7,45,Madea's Big Happy Family,6774,2011
2416,5355847,6.8,32,October Baby,6753,2011
2417,60201,7.4,76,Ichimei,6370,2011
2418,562218,7.8,71,Undefeated,6334,2011
2419,302652,7.7,71,Being Elmo: A Puppeteer's Journey,6314,2011
2420,136166,7.5,62,Sai de ke · ba lai: Tai yang qi,6091,2011
2421,3838,4.9,38,The Moth Diaries,5881,2011
2422,4106,5.5,52,The Good Doctor,5826,2011
2423,267473,7.0,64,Conan O'Brien Can't Stop,5764,2011
2424,157427,5.7,50,Elles,5659,2011
2425,20183,6.4,41,Jesus Henry Christ,5618,2011
2426,15415270,7.6,61,African Cats,5615,2011
2427,151305,2.5,29,Jian dang wei ye,5496,2011
2428,4795,6.0,26,I Melt with You,5478,2011
2429,3318,6.2,35,Loosies,5475,2011
2430,127437,5.9,37,Xin hai ge ming,5391,2011
2431,112498,5.4,57,La femme du Vème,5379,2011
2432,11860839,5.4,48,Glee: The 3D Concert Movie,5378,2011
2433,109983,7.9,78,Five Broken Cameras,5376,2011
2434,19327,6.7,75,House of Tolerance,5270,2011
2435,758099,7.2,79,Pariah,5252,2011
2436,2007758,7.1,82,Footnote,5141,2011
2437,11018,7.4,59,The Front Line,5094,2011
2438,940430,6.0,66,Dark Horse,5082,2011
2439,145697,7.4,80,I Wish,4907,2011
2440,191456,7.6,78,Tou ze,4646,2011
2441,46225,7.0,73,La guerre est déclarée,4638,2011
2442,58104,6.7,65,Faust,4570,2011
2443,6310,6.7,58,The Prey,4505,2011
2444,15738,4.6,54,4:44 Last Day on Earth,4503,2011
2445,16590,6.2,41,Little Birds,4419,2011
2446,131417,7.5,60,Kumaré,4399,2011
2447,789752,6.2,60,Thin Ice,4276,2011
2448,31313,7.2,73,Whores' Glory,4249,2011
2449,1065439,5.8,33,There Be Dragons,4211,2011
2450,64925,6.6,80,Un amour de jeunesse,4205,2011
2451,75465,7.5,90,In film nist,4148,2011
2452,27445,5.3,35,Salvation Boulevard,4130,2011
2453,2106,6.7,75,Nuit blanche,4109,2011
2454,5466,6.7,41,Tonight You're Mine,4067,2011
2455,15151,7.0,64,Michael,4021,2011
2456,448139099,8.4,78,The Dark Knight Rises,1331591,2012
2457,162805434,8.4,81,Django Unchained,1152927,2012
2458,623357910,8.1,69,The Avengers,1126122,2012
2459,408010692,7.2,68,The Hunger Games,775211,2012
2460,303003568,7.9,58,The Hobbit: An Unexpected Journey,702199,2012
2461,132092958,7.7,81,Silver Linings Playbook,601818,2012
2462,304360277,7.8,81,Skyfall,576911,2012
2463,126477084,7.0,64,Prometheus,524884,2012
2464,218815487,6.9,62,Ted,523197,2012
2465,136025503,7.7,86,Argo,518064,2012
2466,124987023,7.9,79,Life of Pi,512549,2012
2467,262030663,7.0,66,The Amazing Spider-Man,507828,2012
2468,66486205,7.4,84,Looper,484221,2012
2469,138447667,7.2,69,21 Jump Street,462714,2012
2470,17738570,8.0,67,The Perks of Being a Wallflower,409108,2012
2471,42073277,7.0,72,The Cabin in the Woods,323437,2012
2472,237283207,7.1,69,Brave,321572,2012
2473,27108272,7.5,55,Cloud Atlas,318069,2012
2474,189422889,7.7,72,Wreck-It Ralph,317607,2012
2475,179020854,6.8,58,Men in Black 3,296548,2012
2476,93772375,7.3,76,Flight,293211,2012
2477,45512466,7.8,84,Moonrise Kingdom,280593,2012
2478,148809770,7.6,63,Les Misérables,276110,2012
2479,80070736,7.0,50,Jack Reacher,273581,2012
2480,85017401,6.6,51,The Expendables 2,270751,2012
2481,139854287,6.3,45,Taken 2,265372,2012
2482,113203870,6.7,61,The Bourne Legacy,261128,2012
2483,155332381,6.1,57,Snow White and the Huntsman,252534,2012
2484,65001093,7.2,66,Pitch Perfect,246362,2012
2485,95720716,7.4,95,Zero Dark Thirty,242500,2012
2486,59650222,6.4,58,The Dictator,242056,2012
2487,73078100,6.6,51,John Carter,232818,2012
2488,13414714,7.1,60,Dredd,228345,2012
2489,687185,8.3,77,The Hunt,226711,2012
2490,64575175,7.1,69,Chronicle,224400,2012
2491,58877969,6.3,43,Total Recall,222845,2012
2492,182207973,7.4,86,Lincoln,222329,2012
2493,79727149,6.2,55,Dark Shadows,222263,2012
2494,65422625,5.8,41,Battleship,221123,2012
2495,21383298,7.3,68,The Place Beyond the Pines,218433,2012
2496,15024049,7.2,66,Seven Psychopaths,215344,2012
2497,37400127,7.3,58,Lawless,207958,2012
2498,292298923,5.5,52,The Twilight Saga: Breaking Dawn - Part 2,206902,2012
2499,41003371,7.6,68,End of Watch,205631,2012
2500,148313048,7.1,47,Hotel Transylvania,194882,2012
2501,48086903,6.8,53,Sinister,189838,2012
2502,57011521,6.7,49,American Reunion,187597,2012
2503,126373434,6.8,52,Safe House,186001,2012
2504,54731865,6.7,48,Project X,173333,2012
2505,448139099,8.4,78,The Dark Knight Rises,1331591,2012
2506,162805434,8.4,81,Django Unchained,1152938,2012
2507,623357910,8.1,69,The Avengers,1126122,2012
2508,408010692,7.2,68,The Hunger Games,775211,2012
2509,303003568,7.9,58,The Hobbit: An Unexpected Journey,702199,2012
2510,132092958,7.7,81,Silver Linings Playbook,601818,2012
2511,304360277,7.8,81,Skyfall,576911,2012
2512,126477084,7.0,64,Prometheus,524884,2012
2513,218815487,6.9,62,Ted,523197,2012
2514,136025503,7.7,86,Argo,518064,2012
2515,124987023,7.9,79,Life of Pi,512549,2012
2516,262030663,7.0,66,The Amazing Spider-Man,507828,2012
2517,66486205,7.4,84,Looper,484221,2012
2518,138447667,7.2,69,21 Jump Street,462714,2012
2519,17738570,8.0,67,The Perks of Being a Wallflower,409108,2012
2520,42073277,7.0,72,The Cabin in the Woods,323437,2012
2521,237283207,7.1,69,Brave,321572,2012
2522,27108272,7.5,55,Cloud Atlas,318069,2012
2523,189422889,7.7,72,Wreck-It Ralph,317607,2012
2524,179020854,6.8,58,Men in Black 3,296548,2012
2525,93772375,7.3,76,Flight,293211,2012
2526,45512466,7.8,84,Moonrise Kingdom,280593,2012
2527,148809770,7.6,63,Les Misérables,276110,2012
2528,80070736,7.0,50,Jack Reacher,273581,2012
2529,85017401,6.6,51,The Expendables 2,270751,2012
2530,139854287,6.3,45,Taken 2,265372,2012
2531,113203870,6.7,61,The Bourne Legacy,261128,2012
2532,155332381,6.1,57,Snow White and the Huntsman,252534,2012
2533,65001093,7.2,66,Pitch Perfect,246362,2012
2534,95720716,7.4,95,Zero Dark Thirty,242500,2012
2535,59650222,6.4,58,The Dictator,242056,2012
2536,73078100,6.6,51,John Carter,232818,2012
2537,13414714,7.1,60,Dredd,228345,2012
2538,687185,8.3,77,The Hunt,226711,2012
2539,64575175,7.1,69,Chronicle,224400,2012
2540,58877969,6.3,43,Total Recall,222845,2012
2541,182207973,7.4,86,Lincoln,222329,2012
2542,79727149,6.2,55,Dark Shadows,222263,2012
2543,65422625,5.8,41,Battleship,221123,2012
2544,21383298,7.3,68,The Place Beyond the Pines,218433,2012
2545,15024049,7.2,66,Seven Psychopaths,215344,2012
2546,37400127,7.3,58,Lawless,207958,2012
2547,292298923,5.5,52,The Twilight Saga: Breaking Dawn - Part 2,206902,2012
2548,41003371,7.6,68,End of Watch,205631,2012
2549,148313048,7.1,47,Hotel Transylvania,194882,2012
2550,48086903,6.8,53,Sinister,189838,2012
2551,57011521,6.7,49,American Reunion,187597,2012
2552,126373434,6.8,52,Safe House,186001,2012
2553,54731865,6.7,48,Project X,173333,2012
2554,19019882,7.6,73,The Impossible,170672,2012
2555,83670083,5.7,37,Wrath of the Titans,167870,2012
2556,125014030,6.8,43,The Vow,167858,2012
2557,161321843,6.6,49,Ice Age: Continental Drift,167307,2012
2558,54760791,6.3,31,This Means War,163277,2012
2559,54333290,6.4,62,The Woman in Black,160708,2012
2560,21590086,7.4,76,Mud,152437,2012
2561,103412758,7.3,57,Rise of the Guardians,140095,2012
2562,37519139,5.9,42,Abraham Lincoln: Vampire Hunter,139590,2012
2563,216391482,6.9,60,Madagascar 3: Europe's Most Wanted,138712,2012
2564,18620000,6.6,40,Man on a Ledge,135104,2012
2565,62321039,6.4,39,Underworld Awakening,134747,2012
2566,16377274,7.1,86,The Master,125045,2012
2567,14123773,5.3,63,Spring Breakers,122209,2012
2568,15026056,6.2,64,Killing Them Softly,121700,2012
2569,42345531,5.4,39,Resident Evil: Retribution,121691,2012
2570,113721571,6.1,72,Magic Mike,120577,2012
2571,86907746,6.1,50,The Campaign,116130,2012
2572,67544505,6.2,59,This Is 40,115393,2012
2573,35353000,5.7,36,The Watch,113291,2012
2574,47382068,6.5,59,Savages,112870,2012
2575,4010957,7.0,72,Safety Not Guaranteed,109839,2012
2576,66528000,6.5,51,Contraband,109072,2012
2577,20275446,6.5,66,Premium Rush,103528,2012
2578,6619173,6.7,59,Seeking a Friend for the End of the World,99541,2012
2579,17142080,6.5,55,Safe,93518,2012
2580,60457138,6.5,39,The Lucky One,90667,2012
2581,2540106,7.2,67,Ruby Sparks,88958,2012
2582,14326864,6.1,48,Lockout,88051,2012
2583,214030500,6.4,46,The Lorax,87220,2012
2584,28835528,6.2,62,The Five-Year Engagement,85897,2012
2585,35291068,7.0,74,Frankenweenie,85677,2012
2586,56003051,7.0,72,ParaNorman,83694,2012
2587,6739492,7.9,94,Amour,81938,2012
2588,12816367,6.6,63,Anna Karenina,81735,2012
2589,45290318,6.4,40,Here Comes the Boom,80306,2012
2590,103860290,5.8,41,Journey 2: The Mysterious Island,79918,2012
2591,36931089,5.6,31,That's My Boy,79840,2012
2592,16008272,6.4,44,The Raven,78380,2012
2593,16685867,6.3,54,To Rome with Love,77473,2012
2594,64935167,5.6,46,Mirror Mirror,77463,2012
2595,78950,7.3,49,Stuck in Love,76852,2012
2596,12795746,7.3,86,Beasts of the Southern Wild,76064,2012
2597,7435950,7.5,64,Disconnect,68593,2012
2598,38518613,5.9,47,Rock of Ages,68246,2012
2599,11494838,7.1,37,The Words,68166,2012
2600,44806783,5.4,31,Red Dawn,68056,2012
2601,17225675,5.6,53,Wanderlust,67659,2012
2602,6008677,6.8,55,Hitchcock,66663,2012
2603,102118,6.4,45,Upside Down,64814,2012
2604,31611916,5.6,31,House at the End of the Street,64698,2012
2605,41152203,5.7,41,What to Expect When You're Expecting,64009,2012
2606,1939441,6.9,60,The Iceman,63461,2012
2607,70012847,6.5,40,Act of Valor,62696,2012
2608,17061,6.9,55,The First Time,60572,2012
2609,3325638,7.1,67,Robot & Frank,57852,2012
2610,15634090,5.4,51,The Man with the Iron Fists,57360,2012
2611,2061449,7.5,73,Rust and Bone,57009,2012
2612,4063238,7.4,82,Frances Ha,56952,2012
2613,53921300,4.6,40,Paranormal Activity 4,56796,2012
2614,3965090,8.2,79,Searching for Sugar Man,56534,2012
2615,17529157,5.0,16,Silent Hill: Revelation,55365,2012
2616,35763137,6.8,58,Trouble with the Curve,54202,2012
2617,52624,6.2,36,Red Lights,53921,2012
2618,49130154,5.9,45,The Possession,52370,2012
2619,99770,5.8,55,V/H/S,51200,2012
2620,35074677,6.5,43,Step Up Revolution,50144,2012
2621,3301046,6.5,41,Stand Up Guys,49483,2012
2622,7918283,6.6,73,Arbitrage,45822,2012
2623,9483821,5.7,48,Bullet to the Head,43613,2012
2624,447954,5.3,53,Bachelorette,41925,2012
2625,51853450,6.6,47,The Odd Life of Timothy Green,41683,2012
2626,892409,7.5,77,The Imposter,40941,2012
2627,743636,5.0,58,Cosmopolis,40915,2012
2628,6842058,6.1,38,The Collection,40870,2012
2629,304318,5.5,43,Stolen,40471,2012
2630,1517410,7.2,62,Kon-Tiki,40238,2012
2631,91547205,6.6,51,Think Like a Man,39852,2012
2632,1546761,7.6,73,A Royal Affair,39647,2012
2633,6002451,7.2,79,The Sessions,39178,2012
2634,12412386,7.1,49,People Like Us,38662,2012
2635,11653123,5.9,36,Gone,38340,2012
2636,63536011,6.3,65,Hope Springs,37840,2012
2637,26414527,5.3,22,One for the Money,37616,2012
2638,717753,6.1,56,On the Road,37069,2012
2639,84293,6.5,66,Byzantium,36816,2012
2640,376512,3.7,24,Piranha 3DD,35723,2012
2641,65804,6.3,52,Deadfall,35682,2012
2642,18438149,5.9,26,A Thousand Words,35052,2012
2643,175058,7.8,70,The Broken Circle Breakdown,35034,2012
2644,2706375,7.3,65,Talaash,34615,2012
2645,7597898,6.6,55,Promised Land,33725,2012
2646,141307,6.4,53,John Dies at the End,33608,2012
2647,317190,6.7,55,Liberal Arts,33284,2012
2648,37134215,5.8,50,The Guilt Trip,33093,2012
2649,692640,5.8,45,The Paperboy,32936,2012
2650,53261944,4.2,18,The Devil Inside,32828,2012
2651,3749061,4.9,22,The Cold Light of Day,32254,2012
2652,13746550,6.1,50,Hit and Run,31833,2012
2653,20551,6.1,47,Maniac,31337,2012
2654,49876377,5.9,46,Red Tails,31120,2012
2655,25888412,5.1,30,Alex Cross,30429,2012
2656,486919,8.2,89,The Act of Killing,29703,2012
2657,8973,5.0,45,[REC] 3: Genesis,29650,2012
2658,5132442,6.4,57,The Company You Keep,28970,2012
2659,6002756,7.2,45,Chasing Mavericks,28327,2012
2660,318622,6.4,68,Compliance,27887,2012
2661,44338224,5.1,56,The Three Stooges,27762,2012
2662,3094687,6.6,59,Celeste & Jesse Forever,26972,2012
2663,13101142,5.7,27,Playing for Keeps,26781,2012
2664,354244,7.4,72,Dans la maison,26364,2012
2665,1065000,7.5,74,What Maisie Knew,24654,2012
2666,586293,5.9,58,To the Wonder,24649,2012
2667,1163508,5.1,57,The Lords of Salem,24037,2012
2668,35722,6.5,69,Sightseers,23989,2012
2669,1059239,6.4,54,Thanks for Sharing,23743,2012
2670,77267296,6.0,36,Parental Guidance,23210,2012
2671,30474,5.6,65,The Bay,22720,2012
2672,2034,4.7,34,ATM,21056,2012
2673,304357,7.0,66,The Angels' Share,20932,2012
2674,2343664,7.4,81,No,20900,2012
2675,91186,5.3,53,Passion,19414,2012
2676,259765,6.2,80,Room 237,19065,2012
2677,5895238,5.5,52,Casa de mi Padre,18771,2012
2678,49008662,6.3,54,Diary of a Wimpy Kid: Dog Days,18731,2012
2679,26345,6.1,48,The Sweeney,17802,2012
2680,5460,5.0,58,Universal Soldier: Day of Reckoning,17757,2012
2681,4930798,4.1,18,The Apparition,17750,2012
2682,18390117,6.8,64,Quartet,17409,2012
2683,20113965,6.5,61,Big Miracle,16993,2012
2684,119919,5.4,42,Bel Ami,16740,2012
2685,21660,4.7,43,The ABCs of Death,16394,2012
2686,72140,6.0,26,No One Lives,16072,2012
2687,1347578,7.6,81,Wadjda,15906,2012
2688,100910,7.0,46,The Magic of Belle Isle,15705,2012
2689,526322,6.4,53,Being Flynn,15470,2012
2690,375981,6.8,71,Smashed,15308,2012
2691,292562,7.9,86,Ernest & Celestine,15186,2012
2692,4327763,7.2,78,Much Ado About Nothing,15117,2012
2693,1243961,6.0,55,"For a Good Time, Call...",14749,2012
2694,1064277,6.1,32,The Oogieloves in the Big Balloon Adventure,14655,2012
2695,342667,6.7,43,Le Chef,14569,2012
2696,413276,7.2,82,Kapringen,14404,2012
2697,14947,7.4,34,Twice Born,14038,2012
2698,22930,6.3,41,Struck by Lightning,13851,2012
2699,1378426,5.8,38,Girl Most Likely,13608,2012
2700,6643,6.4,43,The Brass Teapot,13356,2012
2701,632824,6.0,61,2 Days in New York,13079,2012
2702,146135,7.4,63,A Coffee in Berlin,13050,2012
2703,968879,7.1,76,Lore,13027,2012
2704,25240988,5.9,57,Katy Perry: Part of Me,12913,2012
2705,1561577,7.1,67,A Late Quartet,12614,2012
2706,9402410,5.4,37,Fun Size,12553,2012
2707,28592,7.6,82,Side by Side,12243,2012
2708,1412124,8.0,82,Marley,12216,2012
2709,519535,6.9,54,The Reluctant Fundamentalist,12163,2012
2710,3345315,6.5,48,Emperor,11900,2012
2711,1631306,6.5,60,Den skaldede frisør,11742,2012
2712,2401652,7.1,80,The Queen of Versailles,11719,2012
2713,2448455,7.1,67,The Sapphires,11707,2012
2714,99134,6.2,71,Shadow Dancer,11193,2012
2715,258656,6.4,60,Great Expectations,11026,2012
2716,21932,7.2,72,Pieta,11010,2012
2717,2263436,6.8,71,Sleepwalk with Me,10991,2012
2718,1599038,7.6,91,Stories We Tell,10900,2012
2719,4330,6.1,38,Brake,10805,2012
2720,6367780,5.9,55,Hyde Park on Hudson,10402,2012
2721,175256,6.9,58,Populaire,10371,2012
2722,109248,7.6,79,Beyond the Hills,10282,2012
2723,20998,4.8,38,Lay the Favorite,10172,2012
2724,40179,4.8,39,Aftershock,10040,2012
2725,33449086,5.1,28,2016: Obama's America,9891,2012
2726,38100,6.5,57,It's a Disaster,9370,2012
2727,279735,7.6,82,Snow White,9315,2012
2728,1005700,6.3,69,Ginger & Rosa,9303,2012
2729,65653242,4.9,42,Madea's Witness Protection,9221,2012
2730,714442,7.1,69,Hannah Arendt,8964,2012
2731,2760,4.8,33,About Cherry,8949,2012
2732,309864,7.9,80,West of Memphis,8894,2012
2733,1744,5.6,37,The Samaritan,8803,2012
2734,200803,5.4,40,Tim and Eric's Billion Dollar Movie,8775,2012
2735,5360,6.7,43,The Giant Mechanical Man,8730,2012
2736,221390,7.0,76,Like Someone in Love,8710,2012
2737,1842,6.4,36,Best Man Down,8672,2012
2738,2964,5.2,57,Vamps,8585,2012
2739,353468,4.7,20,Branded,8358,2012
2740,45209,6.3,58,Wrong,8228,2012
2741,127877,7.0,86,Du zhan,8208,2012
2742,5215,5.0,30,The Babymakers,7989,2012
2743,251913,5.5,49,Lola Versus,7817,2012
2744,685839,6.8,75,The Thieves,7649,2012
2745,12495865,6.8,51,Cirque du Soleil: Worlds Away,7519,2012
2746,1328467,7.8,75,Chasing Ice,7489,2012
2747,23808,7.1,65,Paradies: Liebe,7356,2012
2748,30920167,5.8,44,Joyful Noise,7354,2012
2749,72100,6.3,67,"Farewell, My Queen",7265,2012
2750,6674,5.3,43,Les infidèles,7157,2012
2751,1641,5.6,36,Why Stop Now?,6930,2012
2752,35025791,5.5,43,Good Deeds,6878,2012
2753,38842,4.3,19,Soldiers of Fortune,6663,2012
2754,379791,5.6,61,At Any Price,6568,2012
2755,1697294,7.0,57,Unfinished Song,6524,2012
2756,70544,7.1,84,Rebelle,6517,2012
2757,9672,5.2,53,Silent Night,6484,2012
2758,3755,5.8,54,Save the Date,6435,2012
2759,1500000,7.7,69,How to Make Money Selling Drugs,6410,2012
2760,71968,7.6,75,The Invisible War,6275,2012
2761,3333823,5.4,26,Atlas Shrugged II: The Strike,6099,2012
2762,29494,6.6,40,Paulette,6059,2012
2763,2594878,5.6,45,Girl in Progress,6028,2012
2764,87910,6.8,74,Starlet,5987,2012
2765,5308553,6.5,42,Won't Back Down,5755,2012
2766,273747,7.6,79,The Central Park Five,5674,2012
2767,24397469,5.7,54,Sparkle,5521,2012
2768,5750,5.6,31,A Dark Truth,5424,2012
2769,3376905,6.7,43,Nitro Circus: The Movie,5398,2012
2770,28965459,7.2,57,Chimpanzee,5386,2012
2771,38674,6.8,67,Die Wand,5346,2012
2772,32240,7.1,77,Neighboring Sounds,5337,2012
2773,200002,7.5,60,Any Day Now,5326,2012
2774,106709,6.2,62,Hello I Must Be Going,5314,2012
2775,66236,7.6,71,The Pervert's Guide to Ideology,5250,2012
2776,212072,6.4,61,Les saveurs du Palais,5206,2012
2777,2415727,7.6,91,The Gatekeepers,5092,2012
2778,86217,7.9,74,Marina Abramovic: The Artist Is Present,5078,2012
2779,210752,7.9,77,The House I Live In,4955,2012
2780,245138,6.3,79,Keep the Lights On,4817,2012
2781,45267,5.9,60,Wish You Were Here,4779,2012
2782,95272,6.5,56,Le capital,4608,2012
2783,2291047,6.6,64,Renoir,4590,2012
2784,17346,6.2,42,Mental,4533,2012
2785,24995,5.3,51,Nobody Walks,4511,2012
2786,212094,6.1,52,Tai Chi Zero,4481,2012
2787,55261,6.8,76,Reality,4359,2012
2788,8863,6.5,67,Elefante blanco,4244,2012
2789,38911,6.6,69,Post Tenebras Lux,4214,2012
2790,14325,5.6,48,Kiss of the Damned,4200,2012
2791,41113,6.5,46,The Comedy,4113,2012
2792,5669081,6.6,35,For Greater Glory: The True Story of Cristiada,4063,2012
2793,607327,6.0,65,Not Fade Away,4014,2012
2794,148408,7.1,64,"Syngué sabour, pierre de patience",3951,2012
2795,16135,7.1,70,10 timer til Paradis,3916,2012
2796,218454,6.9,63,The Summit,3915,2012
2797,534100,7.6,81,Ai Weiwei: Never Sorry,3873,2012
2798,170561,7.0,58,Somm,3724,2012
2799,71921,6.4,76,Something in the Air,3691,2012
2800,5959,6.8,61,Paradies: Glaube,3645,2012
2801,116900694,8.2,75,The Wolf of Wall Street,976264,2013
2802,274092705,7.7,96,Gravity,677959,2013
2803,409013994,7.2,62,Iron Man 3,650633,2013
2804,291045518,7.1,55,Man of Steel,623723,2013
2805,424668047,7.5,76,The Hunger Games: Catching Fire,558593,2013
2806,56671993,8.1,96,12 Years a Slave,550049,2013
2807,258366855,7.9,66,The Hobbit: The Desolation of Smaug,548462,2013
2808,202359711,7.0,63,World War Z,533855,2013
2809,117723989,7.3,50,Now You See Me,532545,2013
2810,206362140,7.0,54,Thor: The Dark World,502800,2013
2811,61002302,8.1,74,Prisoners,498351,2013
2812,400738009,7.5,74,Frozen,493414,2013
2813,25568251,8.0,90,Her,440719,2013
2814,89021735,7.0,54,Oblivion,438828,2013
2815,228778661,7.7,72,Star Trek: Into Darkness,437313,2013
2816,101802906,6.9,65,Pacific Rim,432570,2013
2817,144840419,7.3,55,The Great Gatsby,416756,2013
2818,150117807,7.3,90,American Hustle,404693,2013
2819,27298285,8.0,84,Dallas Buyers Club,386596,2013
2820,132556852,6.7,61,The Wolverine,385037,2013
2821,93050117,6.6,61,Elysium,383741,2013
2822,26947624,8.1,75,Rush,377574,2013
2823,107100855,7.8,83,Captain Phillips,374104,2013
2824,137400141,7.5,68,The Conjuring,371378,2013
2825,150394119,7.0,44,We're the Millers,359591,2013
2826,101470202,6.6,67,This Is the End,349880,2013
2827,238679850,7.1,61,Furious 6,337597,2013
2828,368061265,7.4,62,Despicable Me 2,330621,2013
2829,268492764,7.3,65,Monsters University,278010,2013
2830,58236838,7.3,54,The Secret Life of Walter Mitty,267691,2013
2831,112200072,5.8,30,The Hangover Part III,259297,2013
2832,15322921,7.8,55,About Time,247087,2013
2833,125095601,7.5,60,Lone Survivor,237905,2013
2834,28795985,6.6,41,Kick-Ass 2,230371,2013
2835,98925640,6.5,41,Olympus Has Fallen,228522,2013
2836,4563650,7.0,84,Snowpiercer,224675,2013
2837,26004851,7.0,81,The World's End,222762,2013
2838,24477704,6.6,66,Don Jon,211137,2013
2839,61737191,6.6,51,Ender's Game,205743,2013
2840,25132228,6.7,49,Escape Plan,204532,2013
2841,66380662,6.9,60,Warm Bodies,204104,2013
2842,89302115,6.4,37,The Lone Ranger,203102,2013
2843,46000903,6.7,40,Gangster Squad,190979,2013
2844,234911825,6.3,44,Oz the Great and Powerful,188766,2013
2845,73103784,6.4,52,White House Down,185627,2013
2846,116900694,8.2,75,The Wolf of Wall Street,976264,2013
2847,274092705,7.7,96,Gravity,677959,2013
2848,409013994,7.2,62,Iron Man 3,650633,2013
2849,291045518,7.1,55,Man of Steel,623723,2013
2850,424668047,7.5,76,The Hunger Games: Catching Fire,558593,2013
2851,56671993,8.1,96,12 Years a Slave,550049,2013
2852,258366855,7.9,66,The Hobbit: The Desolation of Smaug,548462,2013
2853,202359711,7.0,63,World War Z,533855,2013
2854,117723989,7.3,50,Now You See Me,532545,2013
2855,206362140,7.0,54,Thor: The Dark World,502800,2013
2856,61002302,8.1,74,Prisoners,498351,2013
2857,400738009,7.5,74,Frozen,493414,2013
2858,25568251,8.0,90,Her,440719,2013
2859,89021735,7.0,54,Oblivion,438828,2013
2860,228778661,7.7,72,Star Trek: Into Darkness,437313,2013
2861,101802906,6.9,65,Pacific Rim,432570,2013
2862,144840419,7.3,55,The Great Gatsby,416756,2013
2863,150117807,7.3,90,American Hustle,404693,2013
2864,27298285,8.0,84,Dallas Buyers Club,386596,2013
2865,132556852,6.7,61,The Wolverine,385037,2013
2866,93050117,6.6,61,Elysium,383741,2013
2867,26947624,8.1,75,Rush,377574,2013
2868,107100855,7.8,83,Captain Phillips,374104,2013
2869,137400141,7.5,68,The Conjuring,371378,2013
2870,150394119,7.0,44,We're the Millers,359591,2013
2871,101470202,6.6,67,This Is the End,349880,2013
2872,238679850,7.1,61,Furious 6,337597,2013
2873,368061265,7.4,62,Despicable Me 2,330621,2013
2874,268492764,7.3,65,Monsters University,278010,2013
2875,58236838,7.3,54,The Secret Life of Walter Mitty,267691,2013
2876,112200072,5.8,30,The Hangover Part III,259297,2013
2877,15322921,7.8,55,About Time,247087,2013
2878,125095601,7.5,60,Lone Survivor,237905,2013
2879,28795985,6.6,41,Kick-Ass 2,230371,2013
2880,98925640,6.5,41,Olympus Has Fallen,228522,2013
2881,4563650,7.0,84,Snowpiercer,224675,2013
2882,26004851,7.0,81,The World's End,222762,2013
2883,24477704,6.6,66,Don Jon,211137,2013
2884,61737191,6.6,51,Ender's Game,205743,2013
2885,25132228,6.7,49,Escape Plan,204532,2013
2886,66380662,6.9,60,Warm Bodies,204104,2013
2887,89302115,6.4,37,The Lone Ranger,203102,2013
2888,46000903,6.7,40,Gangster Squad,190979,2013
2889,234911825,6.3,44,Oz the Great and Powerful,188766,2013
2890,73103784,6.4,52,White House Down,185627,2013
2891,67349198,5.3,28,A Good Day to Die Hard,183075,2013
2892,49875291,6.4,45,Pain & Gain,181079,2013
2893,55703475,6.1,23,Hansel & Gretel: Witch Hunters,177805,2013
